User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
1001874,Meghana,P00028842,F,46-50,46,Unmarried,Maharashtra,Western,Construction,Electronics & Gadgets,3,"? 7,761.00"
1001882,Thornton,P00282442,F,36-45,40,Unmarried,Uttar Pradesh,Central,Healthcare,Pet Care,4,"? 2,114.00"
1001894,Vivian,P00273642,M,36-45,45,Married,Karnataka,Southern,Healthcare,Household items,2,"? 3,127.00"
1001895,Gross,P00113842,F,36-45,38,Married,Andhra Pradesh,Southern,Govt,Food,4,"? 19,628.00"
1001901,Sample,P00177342,F,51-55,53,Unmarried,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,3,"? 7,126.00"
1001915,Akshay,P00046742,F,51-55,55,Unmarried,Rajasthan,Northern,Lawyer,Food,4,"? 11,525.00"
1001925,Williams,P00250642,F,51-55,53,Unmarried,Uttarakhand,Central,Govt,Pet Care,3,"? 3,538.00"
1001928,Ferrer,P00113042,F,0-17,12,Unmarried,Andhra Pradesh,Southern,Media,Electronics & Gadgets,4,"? 7,917.00"
1001929,Berenike,P00237642,M,0-17,15,Unmarried,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,2,"? 8,103.00"
1001936,Ashwin,P00051142,F,36-45,43,Unmarried,Maharashtra,Western,Banking,Clothing & Apparel,3,"? 8,687.00"
1001942,Creighton,P00035742,F,36-45,38,Married,Maharashtra,Western,IT Sector,Sports Products,2,"? 3,111.00"
1001947,Kean,P00285442,F,26-35,28,Married,Gujarat,Western,Chemical,Clothing & Apparel,2,"? 5,409.00"
1001948,Jennifer,P00303442,M,0-17,17,Married,Uttar Pradesh,Central,Healthcare,Food,2,"? 12,120.00"
1001959,Fox,P00057642,M,51-55,54,Unmarried,Andhra Pradesh,Southern,Retail,Food,4,"? 11,695.00"
1001963,Herman,P00155742,M,51-55,52,Married,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,"? 8,080.00"
1001964,Art,P00141942,M,26-35,31,Unmarried,Maharashtra,Western,Agriculture,Clothing & Apparel,1,"? 5,275.00"
1001965,Swapnil,P00051442,F,55+,64,Unmarried,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4,"? 6,154.00"
1001967,Sudhir,P00030642,M,51-55,51,Unmarried,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2,"? 8,557.00"
1001972,Miller,P00265242,F,46-50,46,Married,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,2,"? 5,983.00"
1001984,Jocasta,P00111542,F,18-25,18,Unmarried,Uttar Pradesh,Central,Food Processing,Clothing & Apparel,4,"? 6,945.00"
1001987,Prost,P00062842,F,26-35,30,Married,Himachal Pradesh,Northern,Chemical,Clothing & Apparel,2,"? 6,921.00"
1001996,Doug,P00110942,F,36-45,37,Unmarried,Madhya Pradesh,Central,Healthcare,Food,3,"? 11,828.00"
1001999,Zewe,P00084642,M,36-45,38,Unmarried,Uttarakhand,Central,Healthcare,Food,2,"? 15,263.00"
1002002,Maureen,P00177442,M,55+,89,Unmarried,Telangana,Southern,Healthcare,Office,1,? 777.00
1002013,Takahito,P00183142,F,46-50,47,Unmarried,Karnataka,Southern,Retail,Clothing & Apparel,2,"? 8,747.00"
1002014,Ben,P00110942,F,18-25,24,Unmarried,Maharashtra,Western,Banking,Food,4,"? 11,535.00"
1002021,Stugart,P00146742,F,26-35,29,Married,Uttar Pradesh,Central,Aviation,Clothing & Apparel,3,"? 8,753.00"
1002022,Hane,P00303342,F,26-35,32,Married,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,1,"? 7,190.00"
1002027,Shivam,P00117442,M,26-35,31,Married,Karnataka,Southern,Textile,Food,2,"? 15,622.00"
1002035,Nripraj,P00303242,M,18-25,22,Unmarried,Uttar Pradesh,Central,Healthcare,Food,3,"? 11,858.00"
1002036,Bathina,P00118842,M,26-35,34,Unmarried,Delhi,Central,Automobile,Food,2,"? 15,304.00"
1002037,Gnade,P00364842,F,55+,72,Unmarried,Andhra Pradesh,Southern,Govt,Furniture,3,"? 20,278.00"
1002039,Nockton,P00111842,M,51-55,51,Unmarried,Haryana,Northern,Govt,Footwear & Shoes,1,"? 16,453.00"
1002045,Pryor,P00146242,F,0-17,12,Married,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,3,"? 8,847.00"
1002050,Craig,P00323942,M,36-45,40,Unmarried,Maharashtra,Western,Media,Food,1,"? 8,013.00"
1002052,Cynthia,P00250342,M,0-17,15,Unmarried,Madhya Pradesh,Central,Retail,Food,1,"? 19,283.00"
1002062,Peter,P00101842,F,18-25,22,Married,Haryana,Northern,Agriculture,Clothing & Apparel,3,"? 8,638.00"
1002064,Nick,P00142942,F,36-45,42,Unmarried,Haryana,Northern,Healthcare,Food,2,"? 11,672.00"
1002067,Suhani,P00199442,F,51-55,52,Married,Delhi,Central,Construction,Footwear & Shoes,2,"? 20,454.00"
1002070,Roper,P00328142,M,36-45,38,Unmarried,Himachal Pradesh,Northern,Banking,Clothing & Apparel,4,"? 6,881.00"
1002079,Maris,P00138442,F,0-17,15,Unmarried,Bihar,Eastern,Media,Furniture,3,"? 16,042.00"
1002080,Brenda,P00286342,F,26-35,28,Married,Madhya Pradesh,Central,Banking,Beauty,4,"? 6,120.00"
1002081,Bowman,P00310042,F,18-25,18,Married,Maharashtra,Western,Food Processing,Household items,3,"? 3,021.00"
1002083,Mohan,P00216342,F,18-25,22,Unmarried,Karnataka,Southern,Chemical,Food,2,"? 11,378.00"
1002084,Bowman,P00031042,F,18-25,20,Unmarried,Madhya Pradesh,Central,Chemical,Beauty,1,"? 1,750.00"
1002089,Shagiari,P00059442,F,36-45,40,Unmarried,Himachal Pradesh,Northern,Construction,Games & Toys,1,"? 13,284.00"
1002090,Diwakar,P00221442,F,36-45,38,Unmarried,Karnataka,Southern,IT Sector,Food,2,"? 11,397.00"
1002091,Prichep,P00336042,M,36-45,41,Married,Himachal Pradesh,Northern,Aviation,Clothing & Apparel,3,"? 8,572.00"
1002094,Manju,P00178942,F,36-45,38,Married,Karnataka,Southern,Chemical,Food,1,"? 11,508.00"
1002096,Nunn,P00196442,M,26-35,33,Married,Haryana,Northern,Healthcare,Books,1,"? 13,201.00"
1002111,Vipul,P00120142,F,55+,85,Unmarried,Delhi,Central,IT Sector,Office,1,? 954.00
1002113,Selesnick,P00108442,F,26-35,29,Unmarried,Himachal Pradesh,Northern,Govt,Games & Toys,1,"? 9,659.00"
1002117,Shirley,P00089542,M,55+,77,Unmarried,Uttar Pradesh,Central,Automobile,Footwear & Shoes,1,"? 16,636.00"
1002126,Anjali,P00122442,M,55+,71,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,2,"? 20,405.00"
1002130,Abhishek,P00113242,F,46-50,47,Married,Karnataka,Southern,Media,Food,2,"? 12,012.00"
1002134,Braden,P00026042,F,18-25,19,Married,Madhya Pradesh,Central,Banking,Beauty,3,"? 1,753.00"
1002137,Nishi,P00370242,M,0-17,13,Unmarried,Delhi,Central,Lawyer,Food,2,"? 11,556.00"
1002151,Pranav,P00046742,F,55+,90,Unmarried,Karnataka,Southern,IT Sector,Food,3,"? 19,380.00"
1002158,Wendt,P00129642,F,26-35,32,Unmarried,Uttar Pradesh,Central,Chemical,Games & Toys,3,"? 10,034.00"
1002163,Chloris,P00186642,F,18-25,20,Unmarried,Madhya Pradesh,Central,Agriculture,Food,1,"? 11,590.00"
1002174,DeMoss,P00075542,F,51-55,51,Married,Uttar Pradesh,Central,Automobile,Food,4,"? 12,001.00"
1002179,O'Connell,P00210042,M,26-35,32,Unmarried,Haryana,Northern,Automobile,Pet Care,2,"? 2,129.00"
1002183,Glotzbach,P00090842,M,55+,65,Unmarried,Andhra Pradesh,Southern,Automobile,Food,2,"? 11,432.00"
1002190,Andreadi,P00145042,M,26-35,28,Unmarried,Delhi,Central,Food Processing,Games & Toys,2,"? 9,804.00"
1002194,Arntzen,P00019342,F,26-35,29,Unmarried,Delhi,Central,Banking,Beauty,4,"? 4,502.00"
1002196,Reiten,P00029242,F,26-35,32,Married,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,1,"? 5,839.00"
1002198,Paige,P00356742,M,36-45,43,Unmarried,Haryana,Northern,Healthcare,Electronics & Gadgets,4,"? 9,783.00"
1002204,Dilbeck,P00246642,M,55+,92,Unmarried,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,3,"? 12,383.00"
1002211,Anthony,P00343442,F,46-50,46,Married,Delhi,Central,Media,Beauty,2,"? 7,509.00"
1002212,Brosina,P00179442,F,18-25,22,Unmarried,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4,"? 5,994.00"
1002213,Jas,P00367142,M,26-35,31,Unmarried,Maharashtra,Western,Healthcare,Clothing & Apparel,4,"? 6,993.00"
1002215,Berenike,P00208742,M,26-35,34,Married,Maharashtra,Western,Media,Electronics & Gadgets,3,"? 7,772.00"
1002216,Anita,P00012142,M,26-35,32,Unmarried,Delhi,Central,Govt,Footwear & Shoes,1,"? 12,668.00"
1002222,Hood,P00114042,M,46-50,47,Married,Maharashtra,Western,Hospitality,Clothing & Apparel,3,"? 8,735.00"
1002231,Arnett,P00116942,F,51-55,53,Unmarried,Uttar Pradesh,Central,Govt,Beauty,1,"? 6,107.00"
1002234,Barnett,P00177142,M,55+,85,Unmarried,Uttar Pradesh,Central,Banking,Footwear & Shoes,3,"? 16,614.00"
1002240,Lichtenstein,P00345642,F,46-50,46,Married,Bihar,Eastern,Chemical,Furniture,2,"? 16,367.00"
1002250,Hitesh,P00051142,F,18-25,19,Married,Rajasthan,Northern,Media,Electronics & Gadgets,3,"? 9,828.00"
1002254,Zypern,P00113142,F,36-45,41,Unmarried,Uttarakhand,Central,Retail,Clothing & Apparel,3,"? 6,930.00"
1002255,MacKendrick,P00001342,M,36-45,39,Married,Bihar,Eastern,Food Processing,Electronics & Gadgets,2,"? 9,880.00"
1002257,Collister,P00117442,M,18-25,22,Unmarried,Maharashtra,Western,Chemical,Food,2,"? 19,325.00"
1002270,Willingham,P00105142,F,18-25,19,Married,Uttar Pradesh,Central,Hospitality,Games & Toys,1,"? 9,930.00"
1002272,Mary,P00153842,F,26-35,33,Unmarried,Bihar,Eastern,Hospitality,Clothing & Apparel,3,"? 3,459.00"
1002273,Sukant,P00261142,F,26-35,26,Unmarried,Delhi,Central,Chemical,Footwear & Shoes,2,"? 16,450.00"
1002287,Akancha,P00085242,F,55+,66,Unmarried,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,1,"? 6,089.00"
1002289,Deepak,P00084042,M,51-55,52,Unmarried,Delhi,Central,Banking,Electronics & Gadgets,2,"? 8,138.00"
1002293,Molinari,P00120542,M,55+,70,Married,Bihar,Eastern,Banking,Clothing & Apparel,1,"? 5,342.00"
1002295,Campbell,P00262242,F,46-50,50,Married,Uttar Pradesh,Central,Hospitality,Furniture,2,"? 16,706.00"
1002296,Anna,P00110542,M,26-35,33,Married,Maharashtra,Western,IT Sector,Games & Toys,4,"? 12,957.00"
1002299,Toby,P00173042,M,18-25,24,Unmarried,Uttar Pradesh,Central,Construction,Clothing & Apparel,4,"? 8,789.00"
1002307,Flentye,P00259342,F,26-35,29,Married,Andhra Pradesh,Southern,Food Processing,Electronics & Gadgets,2,"? 9,972.00"
1002308,Braxton,P00248742,M,46-50,49,Unmarried,Madhya Pradesh,Central,Retail,Beauty,3,"? 4,459.00"
1002309,Huston,P00321742,M,46-50,47,Married,Maharashtra,Western,IT Sector,Electronics & Gadgets,4,"? 8,030.00"
1002313,Matt,P00270942,M,51-55,53,Unmarried,Telangana,Southern,IT Sector,Clothing & Apparel,2,"? 7,145.00"
1002315,Sachs,P00111442,M,55+,57,Married,Himachal Pradesh,Northern,Hospitality,Food,2,"? 7,666.00"
1002321,Patrick,P00153842,F,26-35,30,Unmarried,Haryana,Northern,IT Sector,Electronics & Gadgets,2,"? 7,912.00"
1002323,Parakh,P00110842,F,36-45,43,Married,Delhi,Central,Food Processing,Veterinary,3,"? 1,397.00"
1002326,Cassandra,P00251042,F,18-25,22,Unmarried,Maharashtra,Western,IT Sector,Electronics & Gadgets,2,"? 9,802.00"
1002327,Aishwarya,P00129342,F,18-25,18,Married,Karnataka,Southern,IT Sector,Food,1,"? 3,923.00"
1002328,Voltz,P00057642,F,55+,85,Unmarried,Kerala,Southern,Healthcare,Clothing & Apparel,4,"? 7,077.00"
1002333,Jason,P00033342,F,51-55,55,Married,Maharashtra,Western,Hospitality,Games & Toys,3,"? 9,795.00"
1002335,Williamson,P00313542,F,51-55,53,Unmarried,Karnataka,Southern,Aviation,Games & Toys,4,"? 13,162.00"
1002344,Theresa,P00321742,F,26-35,28,Married,Karnataka,Southern,Hospitality,Clothing & Apparel,1,"? 3,500.00"
1002358,Mautz,P00248542,M,55+,79,Unmarried,Telangana,Southern,Aviation,Food,1,"? 15,539.00"
1002359,Sauptik,P00178642,M,55+,71,Unmarried,Karnataka,Southern,Healthcare,Food,4,"? 19,293.00"
1002361,Jones,P00218642,F,55+,87,Married,Maharashtra,Western,IT Sector,Food,2,"? 4,171.00"
1002369,Chad,P00023942,F,36-45,40,Married,Madhya Pradesh,Central,Govt,Food,3,"? 7,813.00"
1002384,Robert,P00004742,F,36-45,43,Married,Karnataka,Southern,Automobile,Footwear & Shoes,2,"? 4,143.00"
1002385,Snel,P00059142,M,46-50,49,Unmarried,Uttar Pradesh,Central,Food Processing,Games & Toys,1,"? 9,780.00"
1002386,Peterman,P00191042,M,26-35,26,Married,Haryana,Northern,Hospitality,Pet Care,4,"? 2,167.00"
1002388,Catherine,P00341342,F,55+,78,Married,Maharashtra,Western,IT Sector,Electronics & Gadgets,1,"? 2,272.00"
1002391,Tron,P00265242,F,51-55,52,Unmarried,Rajasthan,Northern,Aviation,Electronics & Gadgets,2,"? 7,990.00"
1002392,Meade,P00267642,M,55+,64,Unmarried,Uttar Pradesh,Central,Food Processing,Books,1,"? 10,262.00"
1002396,Ritter,P00059442,M,18-25,21,Married,Himachal Pradesh,Northern,Healthcare,Food,3,"? 11,602.00"
1002401,Mills,P00118842,F,26-35,33,Married,Karnataka,Southern,Food Processing,Household items,1,"? 3,120.00"
1002404,Sonia,P00110942,F,18-25,24,Married,Jharkhand,Eastern,Hospitality,Food,1,"? 11,714.00"
1002412,Magee,P00233642,F,55+,59,Married,Bihar,Eastern,Automobile,Electronics & Gadgets,4,"? 7,798.00"
1002413,Anna,P00118642,M,55+,61,Unmarried,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,"? 16,687.00"
1002415,Melanie,P00001942,F,26-35,34,Married,Bihar,Eastern,IT Sector,Clothing & Apparel,3,"? 7,116.00"
1002416,Jesal,P00058042,F,46-50,47,Unmarried,Uttar Pradesh,Central,Construction,Electronics & Gadgets,1,"? 4,056.00"
1002421,West,P00219942,F,36-45,43,Unmarried,Karnataka,Southern,Govt,Games & Toys,4,"? 10,058.00"
1002427,Cartwright,P00251442,M,26-35,28,Unmarried,Madhya Pradesh,Central,Lawyer,Food,3,"? 11,520.00"
1002429,Mansi,P00183242,F,26-35,28,Married,Delhi,Central,Banking,Footwear & Shoes,3,"? 16,461.00"
1002430,Vini,P00127242,F,26-35,34,Married,Delhi,Central,Aviation,Household items,3,"? 2,273.00"
1002434,Hilary,P00010742,M,26-35,28,Unmarried,Andhra Pradesh,Southern,Lawyer,Food,4,"? 11,760.00"
1002435,Kane,P00160942,F,26-35,33,Unmarried,Gujarat,Western,Lawyer,Food,2,"? 15,905.00"
1002444,Coyne,P00205142,M,46-50,50,Unmarried,Maharashtra,Western,IT Sector,Food,3,"? 12,063.00"
1002447,Pete,P00100942,F,26-35,35,Unmarried,Haryana,Northern,Construction,Clothing & Apparel,3,"? 5,173.00"
1002451,Norris,P00284042,F,46-50,49,Unmarried,Haryana,Northern,IT Sector,Electronics & Gadgets,4,"? 7,912.00"
1002454,Anisha,P00127742,M,18-25,21,Married,Delhi,Central,Agriculture,Stationery,1,"? 8,865.00"
1002458,Stewart,P00057642,F,26-35,29,Unmarried,Jharkhand,Eastern,Hospitality,Electronics & Gadgets,1,"? 4,247.00"
1002460,Schneider,P00317642,M,51-55,53,Unmarried,Himachal Pradesh,Northern,Automobile,Electronics & Gadgets,3,"? 9,850.00"
1002465,O'Carroll,P00110942,F,51-55,52,Married,Haryana,Northern,Media,Furniture,3,"? 16,396.00"
1002466,Tonja,P00327142,F,26-35,30,Unmarried,Uttar Pradesh,Central,Healthcare,Pet Care,2,"? 2,765.00"
1002469,MacAllister,P00241042,F,26-35,29,Married,Bihar,Eastern,Banking,Food,4,"? 15,596.00"
1002476,Ocampo,P00293342,M,51-55,51,Unmarried,Haryana,Northern,Hospitality,Furniture,2,"? 4,527.00"
1002479,Bavinger,P00324442,M,26-35,26,Married,Uttar Pradesh,Central,Media,Clothing & Apparel,3,"? 3,728.00"
1002481,Quincy,P00178342,F,36-45,38,Unmarried,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,3,"? 3,654.00"
1002483,Aarushi,P00313442,F,55+,66,Unmarried,Uttar Pradesh,Central,Retail,Food,1,"? 15,218.00"
1002492,Elizabeth,P00259342,M,46-50,50,Married,Maharashtra,Western,Healthcare,Clothing & Apparel,4,"? 6,995.00"
1002494,Hazel,P00015542,F,18-25,20,Unmarried,Delhi,Central,IT Sector,Footwear & Shoes,2,"? 16,774.00"
1002505,Nancy,P00295442,F,26-35,26,Unmarried,Karnataka,Southern,Automobile,Household items,3,"? 3,772.00"
1002510,Patt,P00123042,M,26-35,32,Unmarried,Haryana,Northern,IT Sector,Veterinary,1,"? 1,425.00"
1002517,Paridhi,P00232742,M,36-45,36,Married,Uttar Pradesh,Central,IT Sector,Food,1,"? 11,805.00"
1002518,Peterman,P00117442,F,26-35,33,Married,Uttar Pradesh,Central,Banking,Furniture,1,"? 16,444.00"
1002522,Daly,P00192542,F,18-25,18,Unmarried,Madhya Pradesh,Central,IT Sector,Furniture,4,"? 15,952.00"
1002525,Sujay,P00313542,M,36-45,37,Unmarried,Karnataka,Southern,Govt,Electronics & Gadgets,1,"? 8,011.00"
1002528,Shreyoshe,P00367742,F,55+,57,Married,Uttar Pradesh,Central,IT Sector,Food,1,"? 11,380.00"
1002532,Gaurav,P00120842,M,55+,77,Married,Rajasthan,Northern,Retail,Games & Toys,2,"? 13,158.00"
1002535,Payne,P00247042,M,55+,71,Married,Haryana,Northern,Banking,Household items,3,"? 3,129.00"
1002536,Krohn,P00156742,F,55+,63,Married,Maharashtra,Western,Banking,Food,1,"? 15,517.00"
1002546,Grant,P00175942,M,55+,64,Unmarried,Andhra Pradesh,Southern,Govt,Food,3,"? 11,634.00"
1002549,Brendan,P00037142,F,55+,76,Married,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4,"? 4,039.00"
1002561,Kamberova,P00117442,F,26-35,35,Unmarried,Maharashtra,Western,Healthcare,Food,2,"? 15,807.00"
1002564,Adam,P00259942,M,36-45,39,Unmarried,Uttar Pradesh,Central,Healthcare,Food,3,"? 15,168.00"
1002566,Arianne,P00221442,F,36-45,44,Unmarried,Delhi,Central,Hospitality,Food,2,"? 8,202.00"
1002567,Rozendal,P00328742,F,26-35,29,Unmarried,Uttar Pradesh,Central,Govt,Clothing & Apparel,1,"? 5,366.00"
1002571,Hrisheekesh,P00058142,F,36-45,45,Unmarried,Karnataka,Southern,Banking,Food,2,"? 19,608.00"
1002577,Gelder,P00296342,F,26-35,35,Unmarried,Maharashtra,Western,Govt,Clothing & Apparel,1,"? 3,643.00"
1002585,Pooja,P00110742,F,46-50,50,Unmarried,Uttarakhand,Central,Agriculture,Clothing & Apparel,1,"? 3,477.00"
1002589,MaryBeth,P00250242,F,26-35,35,Married,Bihar,Eastern,Govt,Clothing & Apparel,2,"? 7,010.00"
1002594,McAdams,P00126142,F,36-45,39,Married,Bihar,Eastern,Chemical,Sports Products,2,"? 10,706.00"
1002600,Grady,P00153442,F,26-35,33,Unmarried,Maharashtra,Western,Aviation,Clothing & Apparel,1,"? 5,205.00"
1002605,Sally,P00028042,F,36-45,41,Unmarried,Uttar Pradesh,Central,Media,Clothing & Apparel,4,"? 3,426.00"
1002613,Saunders,P00085042,F,36-45,39,Unmarried,Uttar Pradesh,Central,Govt,Clothing & Apparel,1,"? 6,892.00"
1002618,Theone,P00362342,M,18-25,20,Married,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,2,"? 7,181.00"
1002626,Company,P00110542,F,55+,87,Unmarried,Maharashtra,Western,IT Sector,Clothing & Apparel,3,"? 6,899.00"
1002629,Gerbode,P00196642,F,26-35,26,Unmarried,Maharashtra,Western,Automobile,Clothing & Apparel,1,"? 6,996.00"
1002630,Roland,P00275142,M,18-25,20,Unmarried,Himachal Pradesh,Northern,IT Sector,Food,1,"? 19,119.00"
1002631,Joe,P00202742,M,51-55,53,Married,Maharashtra,Western,Banking,Food,2,"? 19,251.00"
1002636,Manshul,P00330442,F,18-25,24,Unmarried,Karnataka,Southern,Hospitality,Food,4,"? 7,720.00"
1002637,Lebron,P00084442,M,36-45,44,Married,Gujarat,Western,Healthcare,Food,2,"? 15,676.00"
1002640,Benjamin,P00186142,F,36-45,36,Married,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,"? 8,106.00"
1002644,Tony,P00116842,F,18-25,23,Unmarried,Kerala,Southern,Healthcare,Electronics & Gadgets,3,"? 9,703.00"
1002652,Julie,P00285842,M,36-45,40,Unmarried,Maharashtra,Western,Healthcare,Food,4,"? 15,181.00"
1002654,Stuti,P00300042,M,36-45,37,Unmarried,Delhi,Central,Aviation,Clothing & Apparel,3,"? 5,259.00"
1002656,Valerie,P00057442,F,55+,61,Unmarried,Kerala,Southern,Banking,Electronics & Gadgets,4,"? 5,978.00"
1002657,Dennis,P0097942,F,0-17,17,Unmarried,Madhya Pradesh,Central,Chemical,Electronics & Gadgets,2,"? 9,733.00"
1002659,Wooten,P00034842,F,36-45,40,Married,Karnataka,Southern,Banking,Games & Toys,4,"? 6,880.00"
1002660,Coram,P00232842,F,55+,90,Unmarried,Madhya Pradesh,Central,Healthcare,Food,3,"? 12,074.00"
1002668,Bühler,P00075942,M,26-35,33,Unmarried,Maharashtra,Western,Food Processing,Food,2,"? 15,197.00"
1002671,Ashbrook,P00212542,M,36-45,37,Unmarried,Delhi,Central,Automobile,Clothing & Apparel,4,"? 5,186.00"
1002678,Sabah,P00251242,F,26-35,31,Married,Delhi,Central,IT Sector,Footwear & Shoes,2,"? 16,834.00"
1002681,Chris,P00231442,M,26-35,35,Unmarried,Uttar Pradesh,Central,Healthcare,Sports Products,1,"? 2,786.00"
1002683,Weiss,P00058042,F,36-45,44,Married,Karnataka,Southern,Chemical,Games & Toys,2,"? 10,016.00"
1002693,Christopher,P00086642,F,55+,75,Married,Maharashtra,Western,Aviation,Electronics & Gadgets,1,"? 6,035.00"
1002703,Linda,P00174942,F,36-45,36,Married,Bihar,Eastern,Lawyer,Clothing & Apparel,3,"? 5,435.00"
1002704,Granlund,P00085942,F,55+,66,Married,Maharashtra,Western,Healthcare,Clothing & Apparel,4,"? 8,585.00"
1002706,Shardul,P00210342,M,26-35,32,Unmarried,Punjab,Northern,IT Sector,Clothing & Apparel,3,"? 5,174.00"
1002711,Powers,P00341442,M,26-35,28,Married,Himachal Pradesh,Northern,Chemical,Games & Toys,1,"? 12,891.00"
1002716,Sara,P00303442,M,51-55,51,Married,Karnataka,Southern,Media,Clothing & Apparel,2,"? 8,637.00"
1002719,Swindell,P00119342,F,26-35,30,Unmarried,Karnataka,Southern,IT Sector,Clothing & Apparel,2,"? 6,923.00"
1002721,Conant,P00358442,F,46-50,50,Unmarried,Madhya Pradesh,Central,Hospitality,Food,1,"? 12,065.00"
1002726,McVee,P00101742,F,46-50,47,Married,Bihar,Eastern,Media,Electronics & Gadgets,3,"? 8,128.00"
1002735,Megha,P00233242,M,26-35,35,Unmarried,Delhi,Central,Automobile,Household items,1,"? 3,821.00"
1002736,Duston,P00232742,F,46-50,47,Unmarried,Uttar Pradesh,Central,Hospitality,Food,1,"? 8,146.00"
1002737,Dhirajendu,P00138342,F,26-35,30,Unmarried,Maharashtra,Western,Lawyer,Clothing & Apparel,1,"? 7,154.00"
1002745,Moffitt,P00128042,M,36-45,37,Unmarried,Bihar,Eastern,Aviation,Electronics & Gadgets,2,"? 7,939.00"
1002754,Vipul,P00035942,F,51-55,53,Married,Maharashtra,Western,Automobile,Electronics & Gadgets,2,"? 10,042.00"
1002757,Bart,P00128942,F,26-35,32,Married,Maharashtra,Western,Healthcare,Food,2,"? 11,813.00"
1002759,Alice,P00008242,F,26-35,35,Unmarried,Delhi,Central,Healthcare,Footwear & Shoes,1,"? 4,507.00"
1002762,Yana,P00183442,F,51-55,51,Married,Uttar Pradesh,Central,Banking,Games & Toys,3,"? 16,197.00"
1002765,Bergman,P00127942,F,51-55,55,Unmarried,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,"? 20,589.00"
1002768,Snehal,P00283942,F,26-35,30,Unmarried,Delhi,Central,Govt,Food,4,"? 15,542.00"
1002770,Overfelt,P00317842,F,36-45,36,Married,Haryana,Northern,Chemical,Food,2,"? 7,629.00"
1002772,Tamara,P00145042,F,36-45,41,Married,Kerala,Southern,Chemical,Clothing & Apparel,4,"? 6,969.00"
1002776,Beeghly,P00207042,F,26-35,32,Unmarried,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4,"? 9,815.00"
1002782,Uudhav,P00240142,M,18-25,25,Married,Uttarakhand,Central,IT Sector,Food,2,"? 15,732.00"
1002783,Merwin,P00086442,F,46-50,47,Married,Bihar,Eastern,IT Sector,Clothing & Apparel,2,"? 7,132.00"
1002795,McMath,P00275842,F,51-55,55,Unmarried,Bihar,Eastern,Banking,Electronics & Gadgets,2,"? 9,786.00"
1002797,Cano,P00226242,M,26-35,27,Unmarried,Madhya Pradesh,Central,Aviation,Food,4,"? 15,191.00"
1002799,Adrian,P00000142,F,18-25,19,Married,Delhi,Central,Media,Food,1,"? 15,633.00"
1002800,Shyam,P00321942,M,18-25,23,Married,Uttar Pradesh,Central,Govt,Electronics & Gadgets,1,"? 8,088.00"
1002803,Jahan,P00110742,F,26-35,34,Unmarried,Uttar Pradesh,Central,Aviation,Food,3,"? 19,510.00"
1002811,Hunt,P00237942,F,26-35,32,Unmarried,Andhra Pradesh,Southern,Lawyer,Clothing & Apparel,4,"? 7,115.00"
1002812,Liston,P00352142,F,26-35,34,Unmarried,Bihar,Eastern,Banking,Pet Care,2,"? 2,147.00"
1002815,Kiran,P00303342,M,36-45,43,Unmarried,Delhi,Central,IT Sector,Household items,4,"? 2,313.00"
1002822,Tiffany,P00241642,F,51-55,54,Unmarried,Kerala,Southern,Banking,Electronics & Gadgets,4,"? 9,944.00"
1002830,Howell,P00326742,F,36-45,44,Married,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,4,"? 8,054.00"
1002831,Huston,P00289942,F,26-35,33,Unmarried,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,2,"? 6,900.00"
1002832,Richard,P00100942,F,26-35,26,Unmarried,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,2,"? 5,926.00"
1002833,Max,P00270242,F,26-35,32,Married,Telangana,Southern,Food Processing,Food,4,"? 15,256.00"
1002844,Ishpreet,P00024142,F,26-35,35,Married,Uttarakhand,Central,Healthcare,Clothing & Apparel,3,"? 5,297.00"
1002845,Theresa,P00184242,F,26-35,30,Unmarried,Kerala,Southern,Healthcare,Household items,3,"? 3,790.00"
1002849,O'Rourke,P00327542,F,46-50,49,Unmarried,Haryana,Northern,Textile,Food,3,"? 19,506.00"
